name,lon1,lat1,lon2,lat2,dip,create_ribbon_mesh,locking_depth,locking_depth_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,mesh_file_index,mesh_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max
okinawa_connbaaa,129.044000,29.346000,128.650000,29.879000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
okinawa_connbaaba,128.650000,29.879000,128.875000,30.087000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
okinawa_connbaabb,128.875000,30.087000,128.843000,30.350000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
okinawa_connbab,128.843000,30.350000,128.905000,30.662000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
okinawa_connbb,128.905000,30.662000,129.107000,31.359000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac-s,158.700000,-59.800000,242.880000,-54.280000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12aaa,147.688000,19.393000,147.853000,17.156000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12aab,147.853000,17.156000,146.863000,13.258000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12abaa,146.863000,13.258000,141.543000,10.920000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12abab,141.543000,10.920000,138.750000,10.789000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12abba,138.750000,10.789000,137.120000,7.497000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12abbb,137.120000,7.497000,134.488000,6.837000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_12b,134.488000,6.837000,132.700000,3.746000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_19,127.104000,4.015000,127.998000,1.218000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_20a,127.998000,1.218000,132.425000,0.416000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_20b,132.425000,0.416000,152.121000,-2.852000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_22,152.121000,-2.852000,164.629000,-9.718000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_23,164.629000,-9.718000,167.905000,-16.076000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_24a,167.905000,-16.076000,185.840000,-15.180000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_crossa,242.880000,-54.280000,253.920000,18.860000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_crossb,222.518000,58.648000,253.920000,18.860000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_na_6aa,214.594000,59.586000,217.715000,60.500000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_na_6aba,217.715000,60.500000,220.258000,60.336000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_na_6abb,220.258000,60.336000,222.518000,58.648000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_na_6b,204.236000,54.617000,208.477000,56.234000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_na_7a,208.477000,56.234000,212.105000,57.523000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_na_7b,212.105000,57.523000,214.594000,59.586000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_1aaaaaa,142.063000,34.129000,142.204000,34.710000,160,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1aaaaab,142.204000,34.710000,142.263000,35.110000,160,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1aaaab,142.263000,35.110000,142.343000,35.391000,160,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1aaaba,142.343000,35.391000,142.474000,35.827000,160,0,18,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1aaabb,142.474000,35.827000,142.743000,36.236000,160,0,23,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1aab,142.743000,36.236000,143.361000,37.021000,160,0,50,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1ab,143.361000,37.021000,143.644000,37.612000,160,0,31,0,0,1,0,0,1,0,85,5,1,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1baaa,143.644000,37.612000,143.861000,38.214000,160,0,60,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1baab,143.861000,38.214000,143.926000,38.414000,160,0,65,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1babaa,143.926000,38.414000,144.005000,38.604000,160,0,55,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1babab,144.005000,38.604000,144.058000,38.738000,160,0,40,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1babb,144.058000,38.738000,144.155000,39.074000,160,0,35,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1bbaa,144.155000,39.074000,144.222000,39.464000,160,0,20,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1bbab,144.222000,39.464000,144.288000,40.036000,160,0,22,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1bbba,144.288000,40.036000,144.466000,40.488000,160,0,30,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_1bbbb,144.466000,40.488000,144.650000,40.994000,160,0,30,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aaaaaa,144.650000,40.994000,144.878000,41.202000,160,0,50,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aaaaab,144.878000,41.202000,145.187000,41.381000,160,0,50,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aaaab,145.187000,41.381000,145.832000,41.649000,160,0,50,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aaab,145.832000,41.649000,146.738000,42.101000,160,0,50,0,0,1,0,0,1,0,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aabaa,146.738000,42.101000,147.331000,42.401000,160,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aabab,147.331000,42.401000,147.706000,42.695000,160,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aabb,147.706000,42.695000,149.764000,43.952000,160,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2aba,149.764000,43.952000,152.590000,45.316000,160,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2abb,152.590000,45.316000,153.515000,45.887000,160,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2baa,153.515000,45.887000,155.450000,47.516000,160,0,40,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2baba,155.450000,47.516000,157.083000,48.699000,160,0,45,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2babba,157.083000,48.699000,158.114000,49.543000,160,0,40,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2babbb,158.114000,49.543000,159.156000,50.152000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2bba,159.156000,50.152000,160.596000,51.477000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2bbba,160.596000,51.477000,160.961000,52.168000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2bbbbaa,160.961000,52.168000,161.556000,52.648000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2bbbbab,161.556000,52.648000,162.444000,52.977000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2bbbbba,162.444000,52.977000,163.251000,54.277000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
pac_sub_2bbbbbb,163.251000,54.277000,164.025000,55.235000,160,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_11,146.646000,21.476000,147.688000,19.393000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1aaaa,142.063000,34.129000,142.110000,33.371000,25,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1aaab,142.110000,33.371000,142.149000,32.615000,25,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1aab,142.149000,32.615000,142.235000,31.132000,25,0,50,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1aba,142.235000,31.132000,142.762000,29.117000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1abb,142.762000,29.117000,143.288000,27.102000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1ba,143.288000,27.102000,143.046000,24.954000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_1bb,143.046000,24.954000,144.018000,23.880000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
phil_pac_2,144.018000,23.880000,146.646000,21.476000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
ps-aus,132.700000,3.746000,132.425000,0.416000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
rryu-taiwa,122.975000,23.434000,122.205000,23.808000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
rryu-taiwb,122.205000,23.808000,121.776000,24.283000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
ryukyu-s,125.631000,23.384000,124.686000,25.143000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sagang_1aaa,96.125000,14.101000,96.036000,18.593000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sagang_1aab,96.036000,18.593000,95.713000,23.650000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sagang_1ab,97.225000,28.023000,95.713000,23.650000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sakashitaa,137.684000,35.449000,137.228000,35.837000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sakashitaba,137.228000,35.837000,137.039000,35.970000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sakashitabb,137.039000,35.970000,136.898000,36.211000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sakhalinw,142.639000,48.782000,142.376000,54.096000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
salekina,141.276000,46.920000,142.639000,48.782000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sekiyaa,139.879000,36.850000,139.852000,36.270000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sekiyab,139.852000,36.270000,139.720000,35.935000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shimabara_newaaa,130.829000,32.908000,130.648000,32.824000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shimabara_newaaba,130.648000,32.824000,130.527000,32.801000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shimabara_newaabb,130.527000,32.801000,130.261000,32.756000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shimabara_newab,130.261000,32.756000,129.818000,32.630000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shimabara_newb,129.818000,32.630000,129.584000,32.324000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shokknhonconnaa,141.191000,42.472000,140.953000,42.419000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
shokknhonconnab,140.953000,42.419000,140.808000,42.375000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
soj-whokk-connaa,139.381000,44.299000,139.540000,44.537000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
soj-whokk-connab,139.540000,44.537000,139.723000,44.907000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
soj-whokk-connb,139.723000,44.907000,140.425000,46.024000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sshore-hokkaaa,143.313000,41.994000,142.923000,42.160000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sshore-hokkaab,142.923000,42.160000,142.406000,42.334000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sshore-hokkaba,142.406000,42.334000,142.112000,42.462000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sshore-hokkabb,141.670000,42.607000,141.839000,42.696000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sshore-hokkbaa,141.670000,42.607000,141.407000,42.508000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sshore-hokkbab,141.407000,42.508000,141.191000,42.472000,90,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sum-in,96.125000,14.101000,99.425000,14.331000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sum-psaa,113.588000,18.243000,117.300000,20.084000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sum-psab,117.300000,20.084000,118.400000,21.810000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sum-psb,118.400000,21.810000,120.705000,21.738000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sum1,99.425000,14.331000,101.763000,17.322000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
sum2,101.763000,17.322000,113.588000,18.243000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
to_arctic_1,140.400000,68.400000,142.201000,68.038000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoriaa,134.728000,35.379000,135.118000,35.320000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoriab,131.594000,34.186000,131.963000,34.644000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoriab,135.118000,35.320000,135.303000,35.245000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribaa,135.303000,35.245000,135.522000,35.147000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribaaa,131.963000,34.644000,133.094000,35.291000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribaab,133.094000,35.291000,133.566000,35.362000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribab,133.566000,35.362000,134.728000,35.379000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribab,135.522000,35.147000,135.610000,35.094000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribba,135.610000,35.094000,135.693000,34.992000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
tottoribbb,135.693000,34.992000,135.730000,34.862000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuaabbab,139.419000,38.021000,139.476000,38.090000,135,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuaabbbaa,139.476000,38.090000,139.497000,38.249000,135,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuaabbbab,139.497000,38.249000,139.533000,38.307000,135,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuaabbbba,139.533000,38.307000,139.524000,38.574000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuaabbbbb,139.524000,38.574000,139.549000,38.891000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuaba,139.549000,38.891000,139.569000,39.051000,90,0,15,0,0,1,0,1.5,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuabba,139.569000,39.051000,139.588000,39.272000,90,0,15,0,0,1,0,1.5,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoast_honshuabbb,139.588000,39.272000,139.598000,39.419000,90,0,15,0,0,1,0,1.5,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoasthokkab,139.928000,43.765000,139.825000,44.242000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wcoasthokkb,139.825000,44.242000,139.723000,44.907000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
whokk-soj,140.076000,43.273000,139.928000,43.765000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
wncsz,131.263000,33.412000,131.594000,34.186000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobeaa,139.899000,36.991000,139.900000,37.545000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobeaa,140.268000,38.392000,140.260000,38.278000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobeab,140.260000,38.278000,140.264000,38.141000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobeabaa,139.900000,37.545000,140.041000,37.831000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobeb,140.264000,38.141000,140.041000,37.831000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobebaab,140.268000,38.392000,140.381000,38.492000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobebaba,140.381000,38.492000,140.415000,38.635000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobebabb,140.415000,38.635000,140.495000,38.814000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobebba,140.495000,38.814000,140.647000,39.013000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yamanobebbb,140.647000,39.013000,140.706000,39.206000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang-sechina,123.328000,31.462000,126.265000,34.247000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang-sum,111.525000,22.040000,113.588000,18.243000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang1a,123.328000,31.462000,124.833000,31.596000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang1ba,124.833000,31.596000,126.739000,32.050000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang1bb,126.739000,32.050000,128.955000,32.376000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang2a,123.328000,31.462000,121.080000,31.583000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang2b,121.080000,31.583000,119.714000,31.187000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang3a,119.714000,31.187000,118.975000,31.394000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang3b,118.975000,31.394000,115.004000,34.797000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang4a,115.004000,34.797000,113.577000,34.831000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang4b,113.577000,34.831000,110.975000,30.784000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang5,110.975000,30.784000,105.475000,28.828000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang6a,105.475000,28.828000,105.062000,26.642000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang6b,105.062000,26.642000,107.400000,23.535000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yang7,107.400000,23.535000,111.525000,22.040000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroaaa,136.550000,34.794000,136.596000,34.917000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroaabaa,136.596000,34.917000,136.593000,34.970000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroaababa,136.593000,34.970000,136.655000,35.056000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroaababb,136.655000,35.056000,136.639000,35.094000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroaabb,136.639000,35.094000,136.623000,35.128000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroabaa,136.623000,35.128000,136.526000,35.358000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroabab,136.526000,35.358000,136.415000,35.396000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yoroabb,136.415000,35.396000,136.235000,35.509000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
yorob,136.235000,35.509000,136.133000,35.711000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
